;ID_Bestand;Titel;Autoren;Jahr;Gattung;Kennung;Zugriffsort
3266;3267;Emil und die Detektive;Erich Kästner;1929.0;Kinderbuch;Sfh90231;dUc95184
3267;3268;Emil und die Detektive;Erich Kästner;1929.0;Kinderbuch;VJi63879;WYc16783
3268;3269;Emil und die Detektive;Erich Kästner;1929.0;Kinderbuch;RiG86103;fxn64203
3269;3270;Emil und die Detektive;Erich Kästner;1929.0;Kinderbuch;Kai83450;TQM84719
3270;3271;Fabian;Erich Kästner;1931.0;Roman;JBb04371;wpJ34276
3271;3272;Fabian;Erich Kästner;1931.0;Roman;ogO26734;bxR58027
3272;3273;Fabian;Erich Kästner;1931.0;Roman;Soq97540;dQS38456
3273;3274;Fabian;Erich Kästner;1931.0;Roman;xwO41735;AOp78603
3274;3275;Fabian;Erich Kästner;1931.0;Roman;exU79512;evA30942
3275;3276;Fabian;Erich Kästner;1931.0;Roman;TcR08531;DUQ39462
3276;3277;Fabian;Erich Kästner;1931.0;Roman;gkA83791;pxY97410
3277;3278;Tausend Kraniche;Kawabata Yasunari;1952.0;Roman;WMf91376;OXC80254
3278;3279;Tausend Kraniche;Kawabata Yasunari;1952.0;Roman;VGc26450;Lta49158
3279;3280;Tausend Kraniche;Kawabata Yasunari;1952.0;Roman;zjU03465;rYk46218
3280;3281;Tausend Kraniche;Kawabata Yasunari;1952.0;Roman;RgP09568;ryc60851
3281;3282;Tausend Kraniche;Kawabata Yasunari;1952.0;Roman;geN10984;phn18450
3282;3283;Tausend Kraniche;Kawabata Yasunari;1952.0;Roman;IWb07468;bdg90168
3283;3284;Tausend Kraniche;Kawabata Yasunari;1952.0;Roman;ZlV05917;hKX40923
3284;3285;Tausend Kraniche;Kawabata Yasunari;1952.0;Roman;uch46901;NPQ82509
3285;3286;Der grüne Heinrich;Gottfried Keller;1854.0;Roman;zce76831;AfP58406
3286;3287;Der grüne Heinrich;Gottfried Keller;1854.0;Roman;UHy40312;bUk04917
3287;3288;Der grüne Heinrich;Gottfried Keller;1854.0;Roman;Gra40978;WPr21605
3288;3289;Der grüne Heinrich;Gottfried Keller;1854.0;Roman;Vny91720;gxW42697
3289;3290;Der grüne Heinrich;Gottfried Keller;1854.0;Roman;Qlt65102;QNA69013
3290;3291;Der grüne Heinrich;Gottfried Keller;1854.0;Roman;NwX87465;LVZ64903
3291;3292;Der grüne Heinrich;Gottfried Keller;1854.0;Roman;Aai39750;LDN57924
3292;3293;Der grüne Heinrich;Gottfried Keller;1854.0;Roman;muq04287;pTt96385
3293;3294;Die Leute von Seldwyla;Gottfried Keller;1873.0;Novelle;uYV50264;BYi15870
3294;3295;Die Leute von Seldwyla;Gottfried Keller;1873.0;Novelle;TCJ48326;KGf30917
3295;3296;Die Leute von Seldwyla;Gottfried Keller;1873.0;Novelle;BlH56973;pUf83124
3296;3297;Die Leute von Seldwyla;Gottfried Keller;1873.0;Novelle;WYF29417;RCS16759
3297;3298;Die Leute von Seldwyla;Gottfried Keller;1873.0;Novelle;Jei04835;JTE34281
3298;3299;Und die Bibel hat doch recht;Werner Keller;1955.0;Sachbuch;nyB85463;WFi27583
3299;3300;Und die Bibel hat doch recht;Werner Keller;1955.0;Sachbuch;Bth47521;ANU18279
3300;3301;Und die Bibel hat doch recht;Werner Keller;1955.0;Sachbuch;nbE98167;XVp61094
3301;3302;Und die Bibel hat doch recht;Werner Keller;1955.0;Sachbuch;tDL62985;LZa01947
3302;3303;Und die Bibel hat doch recht;Werner Keller;1955.0;Sachbuch;lTG59730;Ltz45687
3303;3304;Tadellöser & Wolff;Walter Kempowski;1971.0;Roman;qlY27189;Med05182
3304;3305;Tadellöser & Wolff;Walter Kempowski;1971.0;Roman;ygx43890;TWk34729
3305;3306;Tadellöser & Wolff;Walter Kempowski;1971.0;Roman;RKt47563;hFg09875
3306;3307;Tadellöser & Wolff;Walter Kempowski;1971.0;Roman;HEa20718;uPy62073
3307;3308;Tadellöser & Wolff;Walter Kempowski;1971.0;Roman;Orw17602;wFp36125
3308;3309;Tadellöser & Wolff;Walter Kempowski;1971.0;Roman;rqR40938;nlH85346
3309;3310;Schindlers Liste;Thomas Keneally;1982.0;Roman;Lip26759;gvT17653
3310;3311;Schindlers Liste;Thomas Keneally;1982.0;Roman;xGm75236;fiT63907
3311;3312;Schindlers Liste;Thomas Keneally;1982.0;Roman;NiW21784;RzA29730
3312;3313;Schindlers Liste;Thomas Keneally;1982.0;Roman;qTe98715;ocl63520
3313;3314;Schindlers Liste;Thomas Keneally;1982.0;Roman;BdD79820;Sbn62495
3314;3315;Schindlers Liste;Thomas Keneally;1982.0;Roman;TsJ81390;OvN03492
3315;3316;Schindlers Liste;Thomas Keneally;1982.0;Roman;Hyh76594;OIt17405
3316;3317;Schindlers Liste;Thomas Keneally;1982.0;Roman;Dpx05136;kAU61380
3317;3318;Neue Astronomie;Johannes Kepler;1609.0;Sachbuch;TcL15786;TMK52693
3318;3319;Neue Astronomie;Johannes Kepler;1609.0;Sachbuch;ePG89025;GlV59148
3319;3320;Neue Astronomie;Johannes Kepler;1609.0;Sachbuch;tdM73245;SqO95843
3320;3321;Neue Astronomie;Johannes Kepler;1609.0;Sachbuch;BDR92083;bDk61823
3321;3322;Neue Astronomie;Johannes Kepler;1609.0;Sachbuch;MuJ38067;TSQ06324
3322;3323;Neue Astronomie;Johannes Kepler;1609.0;Sachbuch;HcR71259;UxP54192
3323;3324;Die Seherin von Prevorst;Justinus Kerner;1829.0;Sachbuch;vkU90241;KDk39567
3324;3325;Die Seherin von Prevorst;Justinus Kerner;1829.0;Sachbuch;Oei24713;TrI50439
3325;3326;Die Seherin von Prevorst;Justinus Kerner;1829.0;Sachbuch;fmg18364;pdF30972
3326;3327;Die Seherin von Prevorst;Justinus Kerner;1829.0;Sachbuch;sIC27194;wWP64017
3327;3328;Die Seherin von Prevorst;Justinus Kerner;1829.0;Sachbuch;Kim45971;rjz79248
3328;3329;Die Seherin von Prevorst;Justinus Kerner;1829.0;Sachbuch;abX81645;COm27834
3329;3330;Unterwegs;Jack Kerouac;1957.0;Roman;CpB54863;FVW01654
3330;3331;Unterwegs;Jack Kerouac;1957.0;Roman;XhR82037;EUl30625
3331;3332;Unterwegs;Jack Kerouac;1957.0;Roman;opY40937;Tgt67198
3332;3333;Unterwegs;Jack Kerouac;1957.0;Roman;cPl53948;EkB60951
3333;3334;Unterwegs;Jack Kerouac;1957.0;Roman;EtC96408;tIL65139
3334;3335;Roman eines Schicksallosen;Imre Kertész;1975.0;Roman;Ozj43891;ZKW25781
3335;3336;Roman eines Schicksallosen;Imre Kertész;1975.0;Roman;wHs20315;dZo54397
3336;3337;Roman eines Schicksallosen;Imre Kertész;1975.0;Roman;sbB98270;mZW64809
3337;3338;Roman eines Schicksallosen;Imre Kertész;1975.0;Roman;ahZ23019;blM61703
3338;3339;Roman eines Schicksallosen;Imre Kertész;1975.0;Roman;VLQ82790;bPK92057
3339;3340;Roman eines Schicksallosen;Imre Kertész;1975.0;Roman;hTb95031;Fvs19627
3340;3341;Einer flog über das Kuckucksnest;Ken Kesey;1962.0;Roman;NHJ25743;Hkt91482
3341;3342;Einer flog über das Kuckucksnest;Ken Kesey;1962.0;Roman;Otv02894;jWw32460
3342;3343;Einer flog über das Kuckucksnest;Ken Kesey;1962.0;Roman;Xvd10254;bfm27685
3343;3344;Einer flog über das Kuckucksnest;Ken Kesey;1962.0;Roman;wxM01596;EiG09327
3344;3345;Einer flog über das Kuckucksnest;Ken Kesey;1962.0;Roman;vJH03795;XAl46157
3345;3346;Einer flog über das Kuckucksnest;Ken Kesey;1962.0;Roman;gBN01874;Xte54206
3346;3347;Einer flog über das Kuckucksnest;Ken Kesey;1962.0;Roman;KrP67432;obN70891
3347;3348;Einer flog über das Kuckucksnest;Ken Kesey;1962.0;Roman;Vua04167;OwJ24589
3348;3349;Das kunstseidene Mädchen;Irmgard Keun;1932.0;Roman;IkD59674;fzq50769
3349;3350;Das kunstseidene Mädchen;Irmgard Keun;1932.0;Roman;Xux46985;Ssb85024
3350;3351;Das kunstseidene Mädchen;Irmgard Keun;1932.0;Roman;PGu53426;QiZ95062
3351;3352;Das kunstseidene Mädchen;Irmgard Keun;1932.0;Roman;eCZ59816;cPX14852
3352;3353;Das kunstseidene Mädchen;Irmgard Keun;1932.0;Roman;PtF59476;hOH39576
3353;3354;Das kunstseidene Mädchen;Irmgard Keun;1932.0;Roman;rvB35198;kNw26810
3354;3355;Das Jahrhundert des Kindes;Ellen Key;1900.0;Sachbuch;kXw57061;YQI17865
3355;3356;Das Jahrhundert des Kindes;Ellen Key;1900.0;Sachbuch;RMc19738;aRI82031
3356;3357;Das Jahrhundert des Kindes;Ellen Key;1900.0;Sachbuch;Quc69482;yYR54089
3357;3358;Das Jahrhundert des Kindes;Ellen Key;1900.0;Sachbuch;FdP67312;zHL65231
3358;3359;Das Jahrhundert des Kindes;Ellen Key;1900.0;Sachbuch;ynP96534;oxy35641
3359;3360;Das Jahrhundert des Kindes;Ellen Key;1900.0;Sachbuch;PTh57941;GSl12730
3360;3361;Das Jahrhundert des Kindes;Ellen Key;1900.0;Sachbuch;YRC76528;aMu17329
3361;3362;Das Jahrhundert des Kindes;Ellen Key;1900.0;Sachbuch;aJB28049;xPf52369
3362;3363;Allgemeine Theorie der Beschäftigung, des Zinses und des Geldes;John Maynard Keynes;1936.0;Sachbuch;uXy36590;ufC90347
3363;3364;Allgemeine Theorie der Beschäftigung, des Zinses und des Geldes;John Maynard Keynes;1936.0;Sachbuch;XGy91586;Trj48251
3364;3365;Allgemeine Theorie der Beschäftigung, des Zinses und des Geldes;John Maynard Keynes;1936.0;Sachbuch;Exk19465;Qay17028
3365;3366;Allgemeine Theorie der Beschäftigung, des Zinses und des Geldes;John Maynard Keynes;1936.0;Sachbuch;EoM45670;EAt96425
3366;3367;Allgemeine Theorie der Beschäftigung, des Zinses und des Geldes;John Maynard Keynes;1936.0;Sachbuch;cEJ01642;uOR54736
3367;3368;Allgemeine Theorie der Beschäftigung, des Zinses und des Geldes;John Maynard Keynes;1936.0;Sachbuch;SAc80274;azS14209
3368;3369;Allgemeine Theorie der Beschäftigung, des Zinses und des Geldes;John Maynard Keynes;1936.0;Sachbuch;RgY89760;cbG48261
3369;3370;Allgemeine Theorie der Beschäftigung, des Zinses und des Geldes;John Maynard Keynes;1936.0;Sachbuch;vKO50896;hSE27643
3370;3371;Der Begriff Angst;Søren Kierkegaard;1844.0;Philosophie;Pie82153;CGp21735
3371;3372;Der Begriff Angst;Søren Kierkegaard;1844.0;Philosophie;gzL56487;Lqk52346
3372;3373;Der Begriff Angst;Søren Kierkegaard;1844.0;Philosophie;tux92568;dWg10769
3373;3374;Der Begriff Angst;Søren Kierkegaard;1844.0;Philosophie;VrQ58419;MzJ72690
3374;3375;Der Begriff Angst;Søren Kierkegaard;1844.0;Philosophie;zhb41305;ngT15760
3375;3376;Der Begriff Angst;Søren Kierkegaard;1844.0;Philosophie;jpY04965;lwc40765
3376;3377;Der Begriff Angst;Søren Kierkegaard;1844.0;Philosophie;Hac12475;lWs83510
3377;3378;Der Begriff Angst;Søren Kierkegaard;1844.0;Philosophie;mke30497;pRM41296
3378;3379;Carrie;Stephen King;1973.0;Roman;GFD47913;jWJ72031
3379;3380;Carrie;Stephen King;1973.0;Roman;Lwz20376;CUu37592
3380;3381;Carrie;Stephen King;1973.0;Roman;ohu70852;gve29678
3381;3382;Carrie;Stephen King;1973.0;Roman;XlR15290;uWk69085
3382;3383;Carrie;Stephen King;1973.0;Roman;fJY91834;Zsv64397
3383;3384;Das sexuelle Verhalten des Mannes / der Frau;Alfred Charles Kinsey;1948.0;Sachbuch;Rca91240;qjS80915
3384;3385;Das sexuelle Verhalten des Mannes / der Frau;Alfred Charles Kinsey;1948.0;Sachbuch;LKo78613;MRU52618
3385;3386;Das sexuelle Verhalten des Mannes / der Frau;Alfred Charles Kinsey;1948.0;Sachbuch;YPK43725;scK20413
3386;3387;Das sexuelle Verhalten des Mannes / der Frau;Alfred Charles Kinsey;1948.0;Sachbuch;ySu69314;UNC67398
3387;3388;Das sexuelle Verhalten des Mannes / der Frau;Alfred Charles Kinsey;1948.0;Sachbuch;VTL91546;gpb34092
3388;3389;Das sexuelle Verhalten des Mannes / der Frau;Alfred Charles Kinsey;1948.0;Sachbuch;SKU57234;itz59312
3389;3390;Das sexuelle Verhalten des Mannes / der Frau;Alfred Charles Kinsey;1948.0;Sachbuch;eIl97851;GVS70689
3390;3391;Das Dschungelbuch / Die Dschungelbücher;Rudyard Kipling;1894.0;Roman;RLh67903;aoS27305
3391;3392;Das Dschungelbuch / Die Dschungelbücher;Rudyard Kipling;1894.0;Roman;oCy86743;Tlx13768
3392;3393;Das Dschungelbuch / Die Dschungelbücher;Rudyard Kipling;1894.0;Roman;xtu59267;XFz02418
3393;3394;Das Dschungelbuch / Die Dschungelbücher;Rudyard Kipling;1894.0;Roman;cvw37908;Pkp75241
3394;3395;Das Dschungelbuch / Die Dschungelbücher;Rudyard Kipling;1894.0;Roman;LIs62587;lKL60472
3395;3396;Das Dschungelbuch / Die Dschungelbücher;Rudyard Kipling;1894.0;Roman;glo18395;EqT32587
3396;3397;Kim;Rudyard Kipling;1901.0;Roman;MBP64583;WrN09427
3397;3398;Kim;Rudyard Kipling;1901.0;Roman;viT50214;uxT84057
3398;3399;Kim;Rudyard Kipling;1901.0;Roman;gDA18079;MBn20519
3399;3400;Kim;Rudyard Kipling;1901.0;Roman;vGK74082;KWx18547
3400;3401;Kim;Rudyard Kipling;1901.0;Roman;xWe08792;zbZ98710
3401;3402;Kim;Rudyard Kipling;1901.0;Roman;rwj65897;oqa05216
3402;3403;Infanta;Bodo Kirchhoff;1990.0;Roman;zPG28501;yeY84507
3403;3404;Infanta;Bodo Kirchhoff;1990.0;Roman;gYf08237;AWJ81706
3404;3405;Infanta;Bodo Kirchhoff;1990.0;Roman;oPE69734;phq46283
3405;3406;Infanta;Bodo Kirchhoff;1990.0;Roman;mqk39186;zbA80637
3406;3407;Infanta;Bodo Kirchhoff;1990.0;Roman;IfG23508;tsC86429
3407;3408;Sanduhr;Danilo Kiš;1972.0;Roman;hCN80763;KjN03571
3408;3409;Sanduhr;Danilo Kiš;1972.0;Roman;FzY18765;UVZ67154
3409;3410;Sanduhr;Danilo Kiš;1972.0;Roman;ypT36159;jYQ16789
3410;3411;Sanduhr;Danilo Kiš;1972.0;Roman;fav68397;MyS29680
3411;3412;Sanduhr;Danilo Kiš;1972.0;Roman;wzO98062;QwL65489
3412;3413;Sanduhr;Danilo Kiš;1972.0;Roman;AWD92631;yRo40587
3413;3414;Der rasende Reporter;Egon Erwin Kisch;1925.0;Sachbuch;tYf71594;xTV32047
3414;3415;Der rasende Reporter;Egon Erwin Kisch;1925.0;Sachbuch;EGz74938;IfB83769
3415;3416;Der rasende Reporter;Egon Erwin Kisch;1925.0;Sachbuch;GPL12803;FDO76302
3416;3417;Der rasende Reporter;Egon Erwin Kisch;1925.0;Sachbuch;fYu62019;ZEQ64125
3417;3418;Der rasende Reporter;Egon Erwin Kisch;1925.0;Sachbuch;SeR83049;myc67592
3418;3419;Der rasende Reporter;Egon Erwin Kisch;1925.0;Sachbuch;FvH65218;dQc12308
3419;3420;Der rasende Reporter;Egon Erwin Kisch;1925.0;Sachbuch;Lvd90165;hVB98647
3420;3421;Der rasende Reporter;Egon Erwin Kisch;1925.0;Sachbuch;cbd25497;WFu87219
3421;3422;Drehen Sie sich um Frau Lot!;Ephraim Kishon;1961.0;Erzählung;UPx74120;IDS92351
3422;3423;Drehen Sie sich um Frau Lot!;Ephraim Kishon;1961.0;Erzählung;FMQ14320;AoR51967
3423;3424;Drehen Sie sich um Frau Lot!;Ephraim Kishon;1961.0;Erzählung;JkN63012;hFU30824
3424;3425;Drehen Sie sich um Frau Lot!;Ephraim Kishon;1961.0;Erzählung;nRv43287;nYp49103
3425;3426;Drehen Sie sich um Frau Lot!;Ephraim Kishon;1961.0;Erzählung;TzF30149;oFv27168
3426;3427;Drehen Sie sich um Frau Lot!;Ephraim Kishon;1961.0;Erzählung;EuN35410;qMJ41598
3427;3428;Drehen Sie sich um Frau Lot!;Ephraim Kishon;1961.0;Erzählung;nfu19857;RPh75431
3428;3429;Die sieben Brüder;Aleksis Kivi;1870.0;Roman;ORt35914;zAX61594
3429;3430;Die sieben Brüder;Aleksis Kivi;1870.0;Roman;xMc01365;CQu50942
3430;3431;Die sieben Brüder;Aleksis Kivi;1870.0;Roman;uBx89706;ijN80479
3431;3432;Die sieben Brüder;Aleksis Kivi;1870.0;Roman;FQN08259;WPy36048
3432;3433;Die sieben Brüder;Aleksis Kivi;1870.0;Roman;lAI98407;NxI15098
3433;3434;Die sieben Brüder;Aleksis Kivi;1870.0;Roman;FCX10986;Tsp07529
3434;3435;Die Marquise von O...;Heinrich von Kleist;1808.0;Novelle;Uad74321;oed41536
3435;3436;Die Marquise von O...;Heinrich von Kleist;1808.0;Novelle;Eye60845;dtQ89652
3436;3437;Die Marquise von O...;Heinrich von Kleist;1808.0;Novelle;gJC83216;hqJ18729
3437;3438;Die Marquise von O...;Heinrich von Kleist;1808.0;Novelle;xlz95763;Aaf87092
3438;3439;Die Marquise von O...;Heinrich von Kleist;1808.0;Novelle;zfR93605;AXY19743
3439;3440;Die Marquise von O...;Heinrich von Kleist;1808.0;Novelle;SUq20453;tzR85314
3440;3441;Die Marquise von O...;Heinrich von Kleist;1808.0;Novelle;GJU07698;VBT90752
3441;3442;Michael Kohlhaas;Heinrich von Kleist;1810.0;Novelle;wZO06574;fum14789
3442;3443;Michael Kohlhaas;Heinrich von Kleist;1810.0;Novelle;IOA76981;WBa71904
3443;3444;Michael Kohlhaas;Heinrich von Kleist;1810.0;Novelle;grV12578;kwA53480
3444;3445;Michael Kohlhaas;Heinrich von Kleist;1810.0;Novelle;sbR92174;nGY29051
3445;3446;Michael Kohlhaas;Heinrich von Kleist;1810.0;Novelle;drD48619;wJp86931
3446;3447;Ich will Zeugnis ablegen bis zum letzten. Tagebücher 1933–1945;Victor Klemperer;1933.0;Tagebuch;tRI58792;aKr61083
3447;3448;Ich will Zeugnis ablegen bis zum letzten. Tagebücher 1933–1945;Victor Klemperer;1933.0;Tagebuch;jZU43270;Vke03895
3448;3449;Ich will Zeugnis ablegen bis zum letzten. Tagebücher 1933–1945;Victor Klemperer;1933.0;Tagebuch;dXB35124;oIg93410
3449;3450;Ich will Zeugnis ablegen bis zum letzten. Tagebücher 1933–1945;Victor Klemperer;1933.0;Tagebuch;pZw26750;zyM94523
3450;3451;Ich will Zeugnis ablegen bis zum letzten. Tagebücher 1933–1945;Victor Klemperer;1933.0;Tagebuch;iJj20516;ipA17068
3451;3452;Ich will Zeugnis ablegen bis zum letzten. Tagebücher 1933–1945;Victor Klemperer;1933.0;Tagebuch;VgL79068;rDs54893
3452;3453;LTI. Notizbuch eines Philologen;Victor Klemperer;1947.0;Sachbuch;hSn32076;RGK73418
3453;3454;LTI. Notizbuch eines Philologen;Victor Klemperer;1947.0;Sachbuch;IOf79034;FfT81592
3454;3455;LTI. Notizbuch eines Philologen;Victor Klemperer;1947.0;Sachbuch;XwF36902;QuM84562
3455;3456;LTI. Notizbuch eines Philologen;Victor Klemperer;1947.0;Sachbuch;tSK36790;vFe23417
3456;3457;LTI. Notizbuch eines Philologen;Victor Klemperer;1947.0;Sachbuch;ZYx40928;PSK90374
3457;3458;LTI. Notizbuch eines Philologen;Victor Klemperer;1947.0;Sachbuch;Afq85164;RmI63180
3458;3459;LTI. Notizbuch eines Philologen;Victor Klemperer;1947.0;Sachbuch;ekg54012;Umn17302
3459;3460;Der Messias;Friedrich Gottlieb Klopstock;1748.0;Versepos;Mvc31862;Czw27103
3460;3461;Der Messias;Friedrich Gottlieb Klopstock;1748.0;Versepos;oCF98625;lqM09142
3461;3462;Der Messias;Friedrich Gottlieb Klopstock;1748.0;Versepos;gsf20693;HfY72015
3462;3463;Der Messias;Friedrich Gottlieb Klopstock;1748.0;Versepos;wQo56709;WFM58923
3463;3464;Der Messias;Friedrich Gottlieb Klopstock;1748.0;Versepos;ULG27463;Zfv70361
3464;3465;Schlachtbeschreibung;Alexander Kluge;1964.0;Roman;hFk81954;bAE23401
3465;3466;Schlachtbeschreibung;Alexander Kluge;1964.0;Roman;PYD80567;xIf52876
3466;3467;Schlachtbeschreibung;Alexander Kluge;1964.0;Roman;gNz24513;zwZ14953
3467;3468;Schlachtbeschreibung;Alexander Kluge;1964.0;Roman;hln13956;WpZ53408
3468;3469;Schlachtbeschreibung;Alexander Kluge;1964.0;Roman;vFI40892;OUi29861
3469;3470;Schlachtbeschreibung;Alexander Kluge;1964.0;Roman;iwD52780;JUs63712
3470;3471;Schlachtbeschreibung;Alexander Kluge;1964.0;Roman;mVv06758;WOE14670
3471;3472;Chronik der Gefühle;Alexander Kluge;2000.0;Erzählung;iKm21734;wpv56198
3472;3473;Chronik der Gefühle;Alexander Kluge;2000.0;Erzählung;iZO95482;lAh19843
3473;3474;Chronik der Gefühle;Alexander Kluge;2000.0;Erzählung;mdn98371;VgJ26403
3474;3475;Chronik der Gefühle;Alexander Kluge;2000.0;Erzählung;Sun34096;jxC15493
3475;3476;Chronik der Gefühle;Alexander Kluge;2000.0;Erzählung;LAl16357;rBK97041
3476;3477;Über den Umgang mit Menschen;Adolph Freiherr Knigge;1788.0;Sachbuch;UuL68402;mBZ04958
3477;3478;Über den Umgang mit Menschen;Adolph Freiherr Knigge;1788.0;Sachbuch;Xoe47026;dUP59128
3478;3479;Über den Umgang mit Menschen;Adolph Freiherr Knigge;1788.0;Sachbuch;Mbf71593;LJs16970
3479;3480;Über den Umgang mit Menschen;Adolph Freiherr Knigge;1788.0;Sachbuch;Vwd90732;WKp27384
3480;3481;Über den Umgang mit Menschen;Adolph Freiherr Knigge;1788.0;Sachbuch;wVt69148;tEQ19380
3481;3482;Das Treibhaus;Wolfgang Koeppen;1953.0;Roman;nKU34526;nAM84952
3482;3483;Das Treibhaus;Wolfgang Koeppen;1953.0;Roman;zhv39870;luS68491
3483;3484;Das Treibhaus;Wolfgang Koeppen;1953.0;Roman;kNm64013;LqR92015
3484;3485;Das Treibhaus;Wolfgang Koeppen;1953.0;Roman;jFW24139;ueG39417
3485;3486;Das Treibhaus;Wolfgang Koeppen;1953.0;Roman;rig83915;IOT38590
3486;3487;Das Treibhaus;Wolfgang Koeppen;1953.0;Roman;mze05418;fzL58472
3487;3488;Das Treibhaus;Wolfgang Koeppen;1953.0;Roman;xzb95086;kIl45312
3488;3489;Das Treibhaus;Wolfgang Koeppen;1953.0;Roman;iCs07361;PyF85126
3489;3490;Sonnenfinsternis;Arthur Koestler;1940.0;Roman;HLR86491;Dmu98360
3490;3491;Sonnenfinsternis;Arthur Koestler;1940.0;Roman;QSu48129;BlQ67495
3491;3492;Sonnenfinsternis;Arthur Koestler;1940.0;Roman;vHk43109;ROp13520
3492;3493;Sonnenfinsternis;Arthur Koestler;1940.0;Roman;KGo57219;urz12753
3493;3494;Sonnenfinsternis;Arthur Koestler;1940.0;Roman;Oah95720;Wyn15034
3494;3495;Sonnenfinsternis;Arthur Koestler;1940.0;Roman;KYG94502;PsL85162
3495;3496;Sonnenfinsternis;Arthur Koestler;1940.0;Roman;qIy37960;Kdz91846
3496;3497;Der SS-Staat;Eugen Kogon;1946.0;Sachbuch;TQR71208;Wpx79486
3497;3498;Der SS-Staat;Eugen Kogon;1946.0;Sachbuch;Ntw43265;ojY58927
3498;3499;Der SS-Staat;Eugen Kogon;1946.0;Sachbuch;aVH79261;Deo26081
3499;3500;Der SS-Staat;Eugen Kogon;1946.0;Sachbuch;Msc25791;spM08279
3500;3501;Der SS-Staat;Eugen Kogon;1946.0;Sachbuch;PKD80917;EXz09531
3501;3502;Der SS-Staat;Eugen Kogon;1946.0;Sachbuch;JgT65970;MPD01543
3502;3503;Die Schaukel;Annette Kolb;1934.0;Roman;xsh91062;VWm67901
3503;3504;Die Schaukel;Annette Kolb;1934.0;Roman;SYc57234;bZj28159
3504;3505;Die Schaukel;Annette Kolb;1934.0;Roman;Jte20437;hUW38546
3505;3506;Die Schaukel;Annette Kolb;1934.0;Roman;PiE50617;qrM57896
3506;3507;Die Schaukel;Annette Kolb;1934.0;Roman;ZjJ60925;ZTS03925
3507;3508;Die Schaukel;Annette Kolb;1934.0;Roman;dZr36175;zxS73869
3508;3509;Die Schaukel;Annette Kolb;1934.0;Roman;tOr06139;qKM81905
3509;3510;Das Bordbuch;Christoph Kolumbus;1492.0;Sachbuch;gEK06427;aTt05714
3510;3511;Das Bordbuch;Christoph Kolumbus;1492.0;Sachbuch;vBW28607;gRF14537
3511;3512;Das Bordbuch;Christoph Kolumbus;1492.0;Sachbuch;YEq67328;LuU05781
3512;3513;Das Bordbuch;Christoph Kolumbus;1492.0;Sachbuch;kOI05423;xzl26084
3513;3514;Das Bordbuch;Christoph Kolumbus;1492.0;Sachbuch;Bhw08253;rhn89651
3514;3515;Das Bordbuch;Christoph Kolumbus;1492.0;Sachbuch;YMt43268;xHS45869
3515;3516;Das Bordbuch;Christoph Kolumbus;1492.0;Sachbuch;eyh51640;SNX35072
3516;3517;Gespräche;Konfuzius;-551.0;Philosophie;Buy61870;AIQ29375
3517;3518;Gespräche;Konfuzius;-551.0;Philosophie;DfZ58146;nuM90876
3518;3519;Gespräche;Konfuzius;-551.0;Philosophie;NIE26749;wJg25419
3519;3520;Gespräche;Konfuzius;-551.0;Philosophie;YKQ40876;BkR36402
3520;3521;Gespräche;Konfuzius;-551.0;Philosophie;VLR12075;VhE26514
3521;3522;Gespräche;Konfuzius;-551.0;Philosophie;gQN70438;LbS32697
3522;3523;Gespräche;Konfuzius;-551.0;Philosophie;Phu41805;grM05348
3523;3524;Der Komplize;György Konrád;1983.0;Roman;DwR01492;cVM45976
3524;3525;Der Komplize;György Konrád;1983.0;Roman;YAh83409;yHZ05619
3525;3526;Der Komplize;György Konrád;1983.0;Roman;GkP20986;Vkz62530
3526;3527;Der Komplize;György Konrád;1983.0;Roman;AMr16975;qkW52709
3527;3528;Der Komplize;György Konrád;1983.0;Roman;onz43109;QSD34906
3528;3529;Der Komplize;György Konrád;1983.0;Roman;Mtg65142;OCw95276
3529;3530;Von Caligari zu Hitler;Siegfried Kracauer;1947.0;Sachbuch;fDM35028;hHU81234
3530;3531;Von Caligari zu Hitler;Siegfried Kracauer;1947.0;Sachbuch;Drl47932;ICA35491
3531;3532;Von Caligari zu Hitler;Siegfried Kracauer;1947.0;Sachbuch;LCM31698;EgR29830
3532;3533;Von Caligari zu Hitler;Siegfried Kracauer;1947.0;Sachbuch;MSu32467;qpo26175
3533;3534;Von Caligari zu Hitler;Siegfried Kracauer;1947.0;Sachbuch;ftv06923;osw23697
3534;3535;Psychopathia sexualis;Richard von Krafft-Ebing;1886.0;Sachbuch;qoy45692;dmf24019
3535;3536;Psychopathia sexualis;Richard von Krafft-Ebing;1886.0;Sachbuch;rVW30856;JMD27185
3536;3537;Psychopathia sexualis;Richard von Krafft-Ebing;1886.0;Sachbuch;KNo03564;HKF40297
3537;3538;Psychopathia sexualis;Richard von Krafft-Ebing;1886.0;Sachbuch;jUe90438;BVO89271
3538;3539;Psychopathia sexualis;Richard von Krafft-Ebing;1886.0;Sachbuch;tSI90865;RTP31570
3539;3540;Psychopathia sexualis;Richard von Krafft-Ebing;1886.0;Sachbuch;yzY60318;pQD83102
3540;3541;Psychopathia sexualis;Richard von Krafft-Ebing;1886.0;Sachbuch;dwX97064;JRu02943
3541;3542;Berittener Bogenschütze;Brigitte Kronauer;1986.0;Roman;gZc71082;uvB41095
3542;3543;Berittener Bogenschütze;Brigitte Kronauer;1986.0;Roman;lyF52097;beX41683
