ID_Bestand;Nr;Autor;Titel;Jahr;Art;Herkunft;Kennung;Zugriffsort
3448;529;Victor Klemperer;Ich will Zeugnis ablegen bis zum letzten. Tagebücher 1933–1945;1933;Tagebuch;Deutschland;jZU43270;Vke03895
3449;529;Victor Klemperer;Ich will Zeugnis ablegen bis zum letzten. Tagebücher 1933–1945;1933;Tagebuch;Deutschland;dXB35124;oIg93410
3450;529;Victor Klemperer;Ich will Zeugnis ablegen bis zum letzten. Tagebücher 1933–1945;1933;Tagebuch;Deutschland;pZw26750;zyM94523
3451;529;Victor Klemperer;Ich will Zeugnis ablegen bis zum letzten. Tagebücher 1933–1945;1933;Tagebuch;Deutschland;iJj20516;ipA17068
3452;529;Victor Klemperer;Ich will Zeugnis ablegen bis zum letzten. Tagebücher 1933–1945;1933;Tagebuch;Deutschland;VgL79068;rDs54893
3453;530;Victor Klemperer;LTI. Notizbuch eines Philologen;1947;Sachbuch;Deutschland;hSn32076;RGK73418
3454;530;Victor Klemperer;LTI. Notizbuch eines Philologen;1947;Sachbuch;Deutschland;IOf79034;FfT81592
3455;530;Victor Klemperer;LTI. Notizbuch eines Philologen;1947;Sachbuch;Deutschland;XwF36902;QuM84562
3456;530;Victor Klemperer;LTI. Notizbuch eines Philologen;1947;Sachbuch;Deutschland;tSK36790;vFe23417
3457;530;Victor Klemperer;LTI. Notizbuch eines Philologen;1947;Sachbuch;Deutschland;ZYx40928;PSK90374
3458;530;Victor Klemperer;LTI. Notizbuch eines Philologen;1947;Sachbuch;Deutschland;Afq85164;RmI63180
3459;530;Victor Klemperer;LTI. Notizbuch eines Philologen;1947;Sachbuch;Deutschland;ekg54012;Umn17302
3460;531;Friedrich Gottlieb Klopstock;Der Messias;1748;Versepos;Deutschland;Mvc31862;Czw27103
3461;531;Friedrich Gottlieb Klopstock;Der Messias;1748;Versepos;Deutschland;oCF98625;lqM09142
3462;531;Friedrich Gottlieb Klopstock;Der Messias;1748;Versepos;Deutschland;gsf20693;HfY72015
3463;531;Friedrich Gottlieb Klopstock;Der Messias;1748;Versepos;Deutschland;wQo56709;WFM58923
3464;531;Friedrich Gottlieb Klopstock;Der Messias;1748;Versepos;Deutschland;ULG27463;Zfv70361
3465;532;Alexander Kluge;Schlachtbeschreibung;1964;Roman;Deutschland;hFk81954;bAE23401
3466;532;Alexander Kluge;Schlachtbeschreibung;1964;Roman;Deutschland;PYD80567;xIf52876
3467;532;Alexander Kluge;Schlachtbeschreibung;1964;Roman;Deutschland;gNz24513;zwZ14953
3468;532;Alexander Kluge;Schlachtbeschreibung;1964;Roman;Deutschland;hln13956;WpZ53408
3469;532;Alexander Kluge;Schlachtbeschreibung;1964;Roman;Deutschland;vFI40892;OUi29861
3470;532;Alexander Kluge;Schlachtbeschreibung;1964;Roman;Deutschland;iwD52780;JUs63712
3471;532;Alexander Kluge;Schlachtbeschreibung;1964;Roman;Deutschland;mVv06758;WOE14670
3472;533;Alexander Kluge;Chronik der Gefühle;2000;Erzählung;Deutschland;iKm21734;wpv56198
3473;533;Alexander Kluge;Chronik der Gefühle;2000;Erzählung;Deutschland;iZO95482;lAh19843
3474;533;Alexander Kluge;Chronik der Gefühle;2000;Erzählung;Deutschland;mdn98371;VgJ26403
3475;533;Alexander Kluge;Chronik der Gefühle;2000;Erzählung;Deutschland;Sun34096;jxC15493
3476;533;Alexander Kluge;Chronik der Gefühle;2000;Erzählung;Deutschland;LAl16357;rBK97041
3477;534;Adolph Freiherr Knigge;Über den Umgang mit Menschen;1788;Sachbuch;Deutschland;UuL68402;mBZ04958
3478;534;Adolph Freiherr Knigge;Über den Umgang mit Menschen;1788;Sachbuch;Deutschland;Xoe47026;dUP59128
3479;534;Adolph Freiherr Knigge;Über den Umgang mit Menschen;1788;Sachbuch;Deutschland;Mbf71593;LJs16970
3480;534;Adolph Freiherr Knigge;Über den Umgang mit Menschen;1788;Sachbuch;Deutschland;Vwd90732;WKp27384
3481;534;Adolph Freiherr Knigge;Über den Umgang mit Menschen;1788;Sachbuch;Deutschland;wVt69148;tEQ19380
3482;535;Wolfgang Koeppen;Das Treibhaus;1953;Roman;Deutschland;nKU34526;nAM84952
3483;535;Wolfgang Koeppen;Das Treibhaus;1953;Roman;Deutschland;zhv39870;luS68491
3484;535;Wolfgang Koeppen;Das Treibhaus;1953;Roman;Deutschland;kNm64013;LqR92015
3485;535;Wolfgang Koeppen;Das Treibhaus;1953;Roman;Deutschland;jFW24139;ueG39417
3486;535;Wolfgang Koeppen;Das Treibhaus;1953;Roman;Deutschland;rig83915;IOT38590
3487;535;Wolfgang Koeppen;Das Treibhaus;1953;Roman;Deutschland;mze05418;fzL58472
3488;535;Wolfgang Koeppen;Das Treibhaus;1953;Roman;Deutschland;xzb95086;kIl45312
3489;535;Wolfgang Koeppen;Das Treibhaus;1953;Roman;Deutschland;iCs07361;PyF85126
3490;536;Arthur Koestler;Sonnenfinsternis;1940;Roman;Großbritannien;HLR86491;Dmu98360
3491;536;Arthur Koestler;Sonnenfinsternis;1940;Roman;Großbritannien;QSu48129;BlQ67495
3492;536;Arthur Koestler;Sonnenfinsternis;1940;Roman;Großbritannien;vHk43109;ROp13520
3493;536;Arthur Koestler;Sonnenfinsternis;1940;Roman;Großbritannien;KGo57219;urz12753
3494;536;Arthur Koestler;Sonnenfinsternis;1940;Roman;Großbritannien;Oah95720;Wyn15034
3495;536;Arthur Koestler;Sonnenfinsternis;1940;Roman;Großbritannien;KYG94502;PsL85162
3496;536;Arthur Koestler;Sonnenfinsternis;1940;Roman;Großbritannien;qIy37960;Kdz91846
3497;537;Eugen Kogon;Der SS-Staat;1946;Sachbuch;Deutschland;TQR71208;Wpx79486
3498;537;Eugen Kogon;Der SS-Staat;1946;Sachbuch;Deutschland;Ntw43265;ojY58927
3499;537;Eugen Kogon;Der SS-Staat;1946;Sachbuch;Deutschland;aVH79261;Deo26081
3500;537;Eugen Kogon;Der SS-Staat;1946;Sachbuch;Deutschland;Msc25791;spM08279
3501;537;Eugen Kogon;Der SS-Staat;1946;Sachbuch;Deutschland;PKD80917;EXz09531
3502;537;Eugen Kogon;Der SS-Staat;1946;Sachbuch;Deutschland;JgT65970;MPD01543
3503;538;Annette Kolb;Die Schaukel;1934;Roman;Deutschland;xsh91062;VWm67901
3504;538;Annette Kolb;Die Schaukel;1934;Roman;Deutschland;SYc57234;bZj28159
3505;538;Annette Kolb;Die Schaukel;1934;Roman;Deutschland;Jte20437;hUW38546
3506;538;Annette Kolb;Die Schaukel;1934;Roman;Deutschland;PiE50617;qrM57896
3507;538;Annette Kolb;Die Schaukel;1934;Roman;Deutschland;ZjJ60925;ZTS03925
3508;538;Annette Kolb;Die Schaukel;1934;Roman;Deutschland;dZr36175;zxS73869
3509;538;Annette Kolb;Die Schaukel;1934;Roman;Deutschland;tOr06139;qKM81905
3510;539;Christoph Kolumbus;Das Bordbuch;1492;Sachbuch;Italien;gEK06427;aTt05714
3511;539;Christoph Kolumbus;Das Bordbuch;1492;Sachbuch;Italien;vBW28607;gRF14537
3512;539;Christoph Kolumbus;Das Bordbuch;1492;Sachbuch;Italien;YEq67328;LuU05781
3513;539;Christoph Kolumbus;Das Bordbuch;1492;Sachbuch;Italien;kOI05423;xzl26084
3514;539;Christoph Kolumbus;Das Bordbuch;1492;Sachbuch;Italien;Bhw08253;rhn89651
3515;539;Christoph Kolumbus;Das Bordbuch;1492;Sachbuch;Italien;YMt43268;xHS45869
3516;539;Christoph Kolumbus;Das Bordbuch;1492;Sachbuch;Italien;eyh51640;SNX35072
3517;540;Konfuzius;Gespräche;-551;Philosophie;China;Buy61870;AIQ29375
3518;540;Konfuzius;Gespräche;-551;Philosophie;China;DfZ58146;nuM90876
3519;540;Konfuzius;Gespräche;-551;Philosophie;China;NIE26749;wJg25419
3520;540;Konfuzius;Gespräche;-551;Philosophie;China;YKQ40876;BkR36402
3521;540;Konfuzius;Gespräche;-551;Philosophie;China;VLR12075;VhE26514
3522;540;Konfuzius;Gespräche;-551;Philosophie;China;gQN70438;LbS32697
3523;540;Konfuzius;Gespräche;-551;Philosophie;China;Phu41805;grM05348
3524;541;György Konrád;Der Komplize;1983;Roman;Ungarn;DwR01492;cVM45976
3525;541;György Konrád;Der Komplize;1983;Roman;Ungarn;YAh83409;yHZ05619
3526;541;György Konrád;Der Komplize;1983;Roman;Ungarn;GkP20986;Vkz62530
3527;541;György Konrád;Der Komplize;1983;Roman;Ungarn;AMr16975;qkW52709
3528;541;György Konrád;Der Komplize;1983;Roman;Ungarn;onz43109;QSD34906
3529;541;György Konrád;Der Komplize;1983;Roman;Ungarn;Mtg65142;OCw95276
3530;542;Siegfried Kracauer;Von Caligari zu Hitler;1947;Sachbuch;Deutschland;fDM35028;hHU81234
3531;542;Siegfried Kracauer;Von Caligari zu Hitler;1947;Sachbuch;Deutschland;Drl47932;ICA35491
3532;542;Siegfried Kracauer;Von Caligari zu Hitler;1947;Sachbuch;Deutschland;LCM31698;EgR29830
3533;542;Siegfried Kracauer;Von Caligari zu Hitler;1947;Sachbuch;Deutschland;MSu32467;qpo26175
3534;542;Siegfried Kracauer;Von Caligari zu Hitler;1947;Sachbuch;Deutschland;ftv06923;osw23697
3535;543;Richard von Krafft-Ebing;Psychopathia sexualis;1886;Sachbuch;Deutschland;qoy45692;dmf24019
3536;543;Richard von Krafft-Ebing;Psychopathia sexualis;1886;Sachbuch;Deutschland;rVW30856;JMD27185
3537;543;Richard von Krafft-Ebing;Psychopathia sexualis;1886;Sachbuch;Deutschland;KNo03564;HKF40297
3538;543;Richard von Krafft-Ebing;Psychopathia sexualis;1886;Sachbuch;Deutschland;jUe90438;BVO89271
3539;543;Richard von Krafft-Ebing;Psychopathia sexualis;1886;Sachbuch;Deutschland;tSI90865;RTP31570
3540;543;Richard von Krafft-Ebing;Psychopathia sexualis;1886;Sachbuch;Deutschland;yzY60318;pQD83102
3541;543;Richard von Krafft-Ebing;Psychopathia sexualis;1886;Sachbuch;Deutschland;dwX97064;JRu02943
3542;544;Brigitte Kronauer;Berittener Bogenschütze;1986;Roman;Deutschland;gZc71082;uvB41095
3543;544;Brigitte Kronauer;Berittener Bogenschütze;1986;Roman;Deutschland;lyF52097;beX41683
3544;544;Brigitte Kronauer;Berittener Bogenschütze;1986;Roman;Deutschland;peI05239;ote34091
3545;544;Brigitte Kronauer;Berittener Bogenschütze;1986;Roman;Deutschland;vrR64871;bTH04367
3546;544;Brigitte Kronauer;Berittener Bogenschütze;1986;Roman;Deutschland;rdW23968;XPx91657
3547;544;Brigitte Kronauer;Berittener Bogenschütze;1986;Roman;Deutschland;haF86937;hyP80916
3548;545;Jaan Kross;Der Verrückte des Zaren;1978;Roman;Estland;GwK65813;VGX76831
3549;545;Jaan Kross;Der Verrückte des Zaren;1978;Roman;Estland;QIM92580;SMg72456
3550;545;Jaan Kross;Der Verrückte des Zaren;1978;Roman;Estland;awv84175;CfM76820
3551;545;Jaan Kross;Der Verrückte des Zaren;1978;Roman;Estland;fBu89345;gUK20817
3552;545;Jaan Kross;Der Verrückte des Zaren;1978;Roman;Estland;ryv19623;RUj32971
3553;545;Jaan Kross;Der Verrückte des Zaren;1978;Roman;Estland;kGJ07125;VHK19308
3554;545;Jaan Kross;Der Verrückte des Zaren;1978;Roman;Estland;ueb71286;xGZ41508
3555;545;Jaan Kross;Der Verrückte des Zaren;1978;Roman;Estland;zfb96401;koa75912
3556;546;Thomas S. Kuhn;Die Struktur wissenschaftlicher Revolutionen;1962;Sachbuch;USA;Gxy37869;uNF28063
3557;546;Thomas S. Kuhn;Die Struktur wissenschaftlicher Revolutionen;1962;Sachbuch;USA;cvo82193;wyY10462
3558;546;Thomas S. Kuhn;Die Struktur wissenschaftlicher Revolutionen;1962;Sachbuch;USA;mHs19345;zUR94561
3559;546;Thomas S. Kuhn;Die Struktur wissenschaftlicher Revolutionen;1962;Sachbuch;USA;BzD52078;uzL18679
3560;546;Thomas S. Kuhn;Die Struktur wissenschaftlicher Revolutionen;1962;Sachbuch;USA;LBK94258;Noa54281
3561;546;Thomas S. Kuhn;Die Struktur wissenschaftlicher Revolutionen;1962;Sachbuch;USA;LqW25908;UQp52970
3562;546;Thomas S. Kuhn;Die Struktur wissenschaftlicher Revolutionen;1962;Sachbuch;USA;djr87462;KYF14709
3563;547;Dieter Kühn;Trilogie des Mittelalters;1977;Sachbuch;Deutschland;eKu65948;cef10853
3564;547;Dieter Kühn;Trilogie des Mittelalters;1977;Sachbuch;Deutschland;eOw98156;eLk25478
3565;547;Dieter Kühn;Trilogie des Mittelalters;1977;Sachbuch;Deutschland;YPT06785;yNZ31726
3566;547;Dieter Kühn;Trilogie des Mittelalters;1977;Sachbuch;Deutschland;pQi12583;vFb01389
3567;547;Dieter Kühn;Trilogie des Mittelalters;1977;Sachbuch;Deutschland;Ojq13428;SVo36507
3568;547;Dieter Kühn;Trilogie des Mittelalters;1977;Sachbuch;Deutschland;Kcg41963;PST21587
3569;548;Milan Kundera;Die unerträgliche Leichtigkeit des Seins;1984;Roman;Tschechien;YeT39245;KDX76158
3570;548;Milan Kundera;Die unerträgliche Leichtigkeit des Seins;1984;Roman;Tschechien;fqN10253;CoZ47986
3571;548;Milan Kundera;Die unerträgliche Leichtigkeit des Seins;1984;Roman;Tschechien;TWX37145;mZv56138
3572;548;Milan Kundera;Die unerträgliche Leichtigkeit des Seins;1984;Roman;Tschechien;MSN20583;gHC84651
3573;548;Milan Kundera;Die unerträgliche Leichtigkeit des Seins;1984;Roman;Tschechien;zcU51793;oOX68109
3574;548;Milan Kundera;Die unerträgliche Leichtigkeit des Seins;1984;Roman;Tschechien;BPg05132;DmB67801
3575;548;Milan Kundera;Die unerträgliche Leichtigkeit des Seins;1984;Roman;Tschechien;Yhs21706;hgA47901
3576;548;Milan Kundera;Die unerträgliche Leichtigkeit des Seins;1984;Roman;Tschechien;Fms76948;SXG94032
3577;549;Hans Küng;Existiert Gott?;1978;Theologie;Schweiz;KwW38962;Nfs39527
3578;549;Hans Küng;Existiert Gott?;1978;Theologie;Schweiz;dyH54268;WMR89265
3579;549;Hans Küng;Existiert Gott?;1978;Theologie;Schweiz;yST34615;KFC63541
3580;549;Hans Küng;Existiert Gott?;1978;Theologie;Schweiz;dtr83274;hCz80974
3581;549;Hans Küng;Existiert Gott?;1978;Theologie;Schweiz;RNq13205;efP80765
3582;549;Hans Küng;Existiert Gott?;1978;Theologie;Schweiz;AnG41895;ltB72935
3583;549;Hans Küng;Existiert Gott?;1978;Theologie;Schweiz;vKk23017;zQY65084
3584;550;Hanif Kureishi;Der Buddha aus der Vorstadt;1990;Roman;Großbritannien;qmY49032;rLm76835
3585;550;Hanif Kureishi;Der Buddha aus der Vorstadt;1990;Roman;Großbritannien;wxB45673;pVI13276
3586;550;Hanif Kureishi;Der Buddha aus der Vorstadt;1990;Roman;Großbritannien;bmn15642;bxz74896
3587;550;Hanif Kureishi;Der Buddha aus der Vorstadt;1990;Roman;Großbritannien;wac46923;eYv94876
3588;550;Hanif Kureishi;Der Buddha aus der Vorstadt;1990;Roman;Großbritannien;SNF47365;InN62058
3589;550;Hanif Kureishi;Der Buddha aus der Vorstadt;1990;Roman;Großbritannien;vTR12908;nSi48279
3590;550;Hanif Kureishi;Der Buddha aus der Vorstadt;1990;Roman;Großbritannien;YRi51870;aSG10865
3591;550;Hanif Kureishi;Der Buddha aus der Vorstadt;1990;Roman;Großbritannien;uVH79415;RxE72469
3592;551;Marie Madeleine de La Fayette;Die Prinzessin von Clèves;1678;Roman;Frankreich;Wwh34170;VzN47920
3593;551;Marie Madeleine de La Fayette;Die Prinzessin von Clèves;1678;Roman;Frankreich;qeP71436;GfA50168
3594;551;Marie Madeleine de La Fayette;Die Prinzessin von Clèves;1678;Roman;Frankreich;YNM07158;HkR14206
3595;551;Marie Madeleine de La Fayette;Die Prinzessin von Clèves;1678;Roman;Frankreich;cVR20598;lFx57943
3596;551;Marie Madeleine de La Fayette;Die Prinzessin von Clèves;1678;Roman;Frankreich;JHE19463;xIi71634
3597;552;Jean de La Fontaine;Fabeln;1668;Fabeln;Frankreich;GOw47308;des57861
3598;552;Jean de La Fontaine;Fabeln;1668;Fabeln;Frankreich;AMG94620;eVy80471
3599;552;Jean de La Fontaine;Fabeln;1668;Fabeln;Frankreich;XAD31254;syv18207
3600;552;Jean de La Fontaine;Fabeln;1668;Fabeln;Frankreich;FBJ80946;NrX25073
3601;552;Jean de La Fontaine;Fabeln;1668;Fabeln;Frankreich;GSa92534;skG05179
3602;552;Jean de La Fontaine;Fabeln;1668;Fabeln;Frankreich;cNk48590;qBG30815
3603;552;Jean de La Fontaine;Fabeln;1668;Fabeln;Frankreich;zFT90752;qYS81047
3604;552;Jean de La Fontaine;Fabeln;1668;Fabeln;Frankreich;PKb96734;eyN62970
3605;553;François de La Rochefoucauld;Reflexionen oder Sentenzen und moralische Maximen;1665;Aphorismen;Frankreich;HfP42630;kPz10349
3606;553;François de La Rochefoucauld;Reflexionen oder Sentenzen und moralische Maximen;1665;Aphorismen;Frankreich;jNF02816;nGV68539
3607;553;François de La Rochefoucauld;Reflexionen oder Sentenzen und moralische Maximen;1665;Aphorismen;Frankreich;oGC74986;ELf63142
3608;553;François de La Rochefoucauld;Reflexionen oder Sentenzen und moralische Maximen;1665;Aphorismen;Frankreich;dVA53472;Vgd16307
3609;553;François de La Rochefoucauld;Reflexionen oder Sentenzen und moralische Maximen;1665;Aphorismen;Frankreich;Ofk64290;ntR23479
3610;554;Pär Lagerkvist;Barrabas;1950;Roman;Schweden;Nvy20458;egm83912
3611;554;Pär Lagerkvist;Barrabas;1950;Roman;Schweden;UwW96014;fuv35492
3612;554;Pär Lagerkvist;Barrabas;1950;Roman;Schweden;VmP09813;yVX67014
3613;554;Pär Lagerkvist;Barrabas;1950;Roman;Schweden;mjN85431;VUC71435
3614;554;Pär Lagerkvist;Barrabas;1950;Roman;Schweden;MlT97031;RIi58279
3615;554;Pär Lagerkvist;Barrabas;1950;Roman;Schweden;HRQ27406;GpS46051
3616;554;Pär Lagerkvist;Barrabas;1950;Roman;Schweden;eaP65218;Yky58126
3617;555;Selma Lagerlöf;Gösta Berling;1891;Roman;Schweden;SiF60374;aZv42735
3618;555;Selma Lagerlöf;Gösta Berling;1891;Roman;Schweden;jER56430;jRg65289
3619;555;Selma Lagerlöf;Gösta Berling;1891;Roman;Schweden;jzI46391;RUx41502
3620;555;Selma Lagerlöf;Gösta Berling;1891;Roman;Schweden;kHP81479;Rwz97301
3621;555;Selma Lagerlöf;Gösta Berling;1891;Roman;Schweden;LrK76302;crl04168
3622;555;Selma Lagerlöf;Gösta Berling;1891;Roman;Schweden;hEe80913;WVn49260
3623;555;Selma Lagerlöf;Gösta Berling;1891;Roman;Schweden;eIt62953;xHa93178
3624;556;Selma Lagerlöf;Wunderbare Reise des kleinen Nils Holgersson;1906;Kinderbuch;Schweden;nqA24953;moX81709
3625;556;Selma Lagerlöf;Wunderbare Reise des kleinen Nils Holgersson;1906;Kinderbuch;Schweden;xri07168;VBO31854
3626;556;Selma Lagerlöf;Wunderbare Reise des kleinen Nils Holgersson;1906;Kinderbuch;Schweden;AKR87634;kSp86437
3627;556;Selma Lagerlöf;Wunderbare Reise des kleinen Nils Holgersson;1906;Kinderbuch;Schweden;WgZ73986;jSQ96153
3628;556;Selma Lagerlöf;Wunderbare Reise des kleinen Nils Holgersson;1906;Kinderbuch;Schweden;jFX60874;OWy21403
3629;556;Selma Lagerlöf;Wunderbare Reise des kleinen Nils Holgersson;1906;Kinderbuch;Schweden;CZE05374;FKl45127
3630;556;Selma Lagerlöf;Wunderbare Reise des kleinen Nils Holgersson;1906;Kinderbuch;Schweden;pAT39260;hJa42369
3631;557;Ronald D. Laing;Das geteilte Selbst;1960;Sachbuch;Schottland;xIz10896;TkE60231
3632;557;Ronald D. Laing;Das geteilte Selbst;1960;Sachbuch;Schottland;rul81306;aAM13506
3633;557;Ronald D. Laing;Das geteilte Selbst;1960;Sachbuch;Schottland;iGs85643;Wrt21796
3634;557;Ronald D. Laing;Das geteilte Selbst;1960;Sachbuch;Schottland;UTK09427;nbR06948
3635;557;Ronald D. Laing;Das geteilte Selbst;1960;Sachbuch;Schottland;Rop31480;UeP97632
3636;557;Ronald D. Laing;Das geteilte Selbst;1960;Sachbuch;Schottland;izg28437;nKU98201
3637;557;Ronald D. Laing;Das geteilte Selbst;1960;Sachbuch;Schottland;TFC53706;Nxk93027
3638;557;Ronald D. Laing;Das geteilte Selbst;1960;Sachbuch;Schottland;sWa47026;RAH53468
3639;558;Elisabeth Langgässer;Das unauslöschliche Siegel;1946;Roman;Deutschland;est81352;rbd48590
3640;558;Elisabeth Langgässer;Das unauslöschliche Siegel;1946;Roman;Deutschland;ijx03742;Evw08263
3641;558;Elisabeth Langgässer;Das unauslöschliche Siegel;1946;Roman;Deutschland;NMD59423;bwI60935
3642;558;Elisabeth Langgässer;Das unauslöschliche Siegel;1946;Roman;Deutschland;VuH26340;oUO27618
3643;558;Elisabeth Langgässer;Das unauslöschliche Siegel;1946;Roman;Deutschland;Qfi65304;Djv50967
3644;559;Laotse;Das Buch vom Sinn des Lebens;-400;Philosophie;China;zaT14589;Scl37169
3645;559;Laotse;Das Buch vom Sinn des Lebens;-400;Philosophie;China;fRF47690;SRc26108
3646;559;Laotse;Das Buch vom Sinn des Lebens;-400;Philosophie;China;Cjx64093;jEy76429
3647;559;Laotse;Das Buch vom Sinn des Lebens;-400;Philosophie;China;lsv46573;YML84912
3648;559;Laotse;Das Buch vom Sinn des Lebens;-400;Philosophie;China;Spd56482;knl05293
3649;560;Lautréamont;Die Gesänge des Maldoror;1869;Versepos;Frankreich;irD20754;qaV12839
3650;560;Lautréamont;Die Gesänge des Maldoror;1869;Versepos;Frankreich;YuF36549;Czw40283
3651;560;Lautréamont;Die Gesänge des Maldoror;1869;Versepos;Frankreich;VUj59360;MsK26573
3652;560;Lautréamont;Die Gesänge des Maldoror;1869;Versepos;Frankreich;tCf47021;aBH26795
3653;560;Lautréamont;Die Gesänge des Maldoror;1869;Versepos;Frankreich;FUO31026;yTL10437
3654;561;D.H. Lawrence;Söhne und Liebhaber;1913;Roman;Großbritannien;UGR13859;nzF52039
3655;561;D.H. Lawrence;Söhne und Liebhaber;1913;Roman;Großbritannien;lyW68704;Kro32614
3656;561;D.H. Lawrence;Söhne und Liebhaber;1913;Roman;Großbritannien;gDc69428;dhP29368
3657;561;D.H. Lawrence;Söhne und Liebhaber;1913;Roman;Großbritannien;wic35201;Kfb01289
3658;561;D.H. Lawrence;Söhne und Liebhaber;1913;Roman;Großbritannien;IYu76054;lvJ26459
3659;561;D.H. Lawrence;Söhne und Liebhaber;1913;Roman;Großbritannien;Cap35209;Ram63418
3660;561;D.H. Lawrence;Söhne und Liebhaber;1913;Roman;Großbritannien;gqN05942;wcW62495
3661;562;D.H. Lawrence;Lady Chatterley;1928;Roman;Großbritannien;cTY72645;jrc31847
3662;562;D.H. Lawrence;Lady Chatterley;1928;Roman;Großbritannien;zca95684;gCb45261
3663;562;D.H. Lawrence;Lady Chatterley;1928;Roman;Großbritannien;Uqt90785;yad25701
3664;562;D.H. Lawrence;Lady Chatterley;1928;Roman;Großbritannien;pfF36108;MAs45827
3665;562;D.H. Lawrence;Lady Chatterley;1928;Roman;Großbritannien;HFU76423;Zbo94863
3666;562;D.H. Lawrence;Lady Chatterley;1928;Roman;Großbritannien;Lnp49031;mtg80169
3667;563;T.E. Lawrence;Die sieben Säulen der Weisheit;1926;Autobiografie;Großbritannien;unF52714;JbX85739
3668;563;T.E. Lawrence;Die sieben Säulen der Weisheit;1926;Autobiografie;Großbritannien;mQf96083;MqJ65813
3669;563;T.E. Lawrence;Die sieben Säulen der Weisheit;1926;Autobiografie;Großbritannien;RAn92678;KwB58609
3670;563;T.E. Lawrence;Die sieben Säulen der Weisheit;1926;Autobiografie;Großbritannien;jPX53126;NnH35897
3671;563;T.E. Lawrence;Die sieben Säulen der Weisheit;1926;Autobiografie;Großbritannien;mIp16380;puz18405
3672;563;T.E. Lawrence;Die sieben Säulen der Weisheit;1926;Autobiografie;Großbritannien;Woy09543;nye52049
3673;563;T.E. Lawrence;Die sieben Säulen der Weisheit;1926;Autobiografie;Großbritannien;sbw97851;TLp81936
3674;564;Halldór Laxness;Die Islandglocke;1943;Roman;Island;Gnh68273;pVd51842
3675;564;Halldór Laxness;Die Islandglocke;1943;Roman;Island;YAS84296;hcQ75240
3676;564;Halldór Laxness;Die Islandglocke;1943;Roman;Island;Ayr45123;GbA71408
3677;564;Halldór Laxness;Die Islandglocke;1943;Roman;Island;dAJ62018;uVg08164
3678;564;Halldór Laxness;Die Islandglocke;1943;Roman;Island;kfY21870;UES75934
3679;564;Halldór Laxness;Die Islandglocke;1943;Roman;Island;boj87591;FVg73248
3680;564;Halldór Laxness;Die Islandglocke;1943;Roman;Island;EFB73851;wVJ36742
3681;565;Gustave Le Bon;Die Psychologie der Massen;1895;Sachbuch;Frankreich;jVm19438;Yct86214
3682;565;Gustave Le Bon;Die Psychologie der Massen;1895;Sachbuch;Frankreich;jzd79318;jEl93058
3683;565;Gustave Le Bon;Die Psychologie der Massen;1895;Sachbuch;Frankreich;ZNh42671;hVa93064
3684;565;Gustave Le Bon;Die Psychologie der Massen;1895;Sachbuch;Frankreich;Hnc23054;RSG64985
3685;565;Gustave Le Bon;Die Psychologie der Massen;1895;Sachbuch;Frankreich;Ydf25401;fbq07385
3686;565;Gustave Le Bon;Die Psychologie der Massen;1895;Sachbuch;Frankreich;TGq74193;OPt57964
3687;565;Gustave Le Bon;Die Psychologie der Massen;1895;Sachbuch;Frankreich;FxC43985;NCV50938
3688;566;John le Carré;Der Spion, der aus der Kälte kam;1963;Roman;Großbritannien;XUR75431;emi45807
3689;566;John le Carré;Der Spion, der aus der Kälte kam;1963;Roman;Großbritannien;lSm35029;NYH68029
3690;566;John le Carré;Der Spion, der aus der Kälte kam;1963;Roman;Großbritannien;gIP92137;fwu62108
3691;566;John le Carré;Der Spion, der aus der Kälte kam;1963;Roman;Großbritannien;jGP29374;SYs28710
3692;566;John le Carré;Der Spion, der aus der Kälte kam;1963;Roman;Großbritannien;bAC38645;YIt24359
3693;566;John le Carré;Der Spion, der aus der Kälte kam;1963;Roman;Großbritannien;lrJ46150;uoz20657
3694;566;John le Carré;Der Spion, der aus der Kälte kam;1963;Roman;Großbritannien;ytF84137;KZX14589
3695;567;Gertrud von le Fort;Das Schweißtuch der Veronika;1928;Roman;Deutschland;Olr79563;vUE31247
3696;567;Gertrud von le Fort;Das Schweißtuch der Veronika;1928;Roman;Deutschland;bst69308;Noc89471
3697;567;Gertrud von le Fort;Das Schweißtuch der Veronika;1928;Roman;Deutschland;tob46219;VWn93402
3698;567;Gertrud von le Fort;Das Schweißtuch der Veronika;1928;Roman;Deutschland;zKo38967;lnT91234
3699;567;Gertrud von le Fort;Das Schweißtuch der Veronika;1928;Roman;Deutschland;naq20356;cbW61837
3700;567;Gertrud von le Fort;Das Schweißtuch der Veronika;1928;Roman;Deutschland;gmq73269;jNI20894
3701;568;Richard, Lewin, Roger Leakey;Der Ursprung des Menschen;1992;Sachbuch;Kenia;CwZ08943;aUf80931
3702;568;Richard, Lewin, Roger Leakey;Der Ursprung des Menschen;1992;Sachbuch;Kenia;WBa84023;TdF37289
3703;568;Richard, Lewin, Roger Leakey;Der Ursprung des Menschen;1992;Sachbuch;Kenia;CTa01287;tbu27831
3704;568;Richard, Lewin, Roger Leakey;Der Ursprung des Menschen;1992;Sachbuch;Kenia;URn91853;CVD69243
3705;568;Richard, Lewin, Roger Leakey;Der Ursprung des Menschen;1992;Sachbuch;Kenia;lLT57613;Ccl59602
